2.770000000000000018e+00,0.000000000000000000e+00
2.819999999999999840e+00,0.000000000000000000e+00
2.870000000000000107e+00,0.000000000000000000e+00
2.919999999999999929e+00,0.000000000000000000e+00
2.970000000000000195e+00,0.000000000000000000e+00
3.020000000000000018e+00,0.000000000000000000e+00
3.070000000000000284e+00,0.000000000000000000e+00
3.120000000000000107e+00,0.000000000000000000e+00
3.169999999999999929e+00,0.000000000000000000e+00
3.220000000000000195e+00,0.000000000000000000e+00
3.270000000000000018e+00,0.000000000000000000e+00
3.320000000000000284e+00,0.000000000000000000e+00
3.370000000000000107e+00,0.000000000000000000e+00
3.419999999999999929e+00,0.000000000000000000e+00
3.470000000000000195e+00,0.000000000000000000e+00
3.520000000000000018e+00,0.000000000000000000e+00
3.570000000000000284e+00,0.000000000000000000e+00
3.620000000000000107e+00,0.000000000000000000e+00
3.669999999999999929e+00,0.000000000000000000e+00
3.720000000000000195e+00,0.000000000000000000e+00
3.770000000000000018e+00,0.000000000000000000e+00
3.820000000000000284e+00,0.000000000000000000e+00
3.870000000000000107e+00,0.000000000000000000e+00
3.919999999999999929e+00,0.000000000000000000e+00
3.970000000000000195e+00,0.000000000000000000e+00
4.019999999999999574e+00,0.000000000000000000e+00
4.070000000000000284e+00,0.000000000000000000e+00
4.120000000000000107e+00,0.000000000000000000e+00
4.169999999999999929e+00,0.000000000000000000e+00
4.220000000000000639e+00,0.000000000000000000e+00
4.269999999999999574e+00,0.000000000000000000e+00
4.320000000000000284e+00,0.000000000000000000e+00
4.370000000000000107e+00,0.000000000000000000e+00
4.419999999999999929e+00,0.000000000000000000e+00
4.470000000000000639e+00,0.000000000000000000e+00
4.519999999999999574e+00,0.000000000000000000e+00
4.570000000000000284e+00,0.000000000000000000e+00
4.620000000000000107e+00,0.000000000000000000e+00
4.669999999999999929e+00,0.000000000000000000e+00
4.720000000000000639e+00,0.000000000000000000e+00
4.769999999999999574e+00,0.000000000000000000e+00
4.820000000000000284e+00,0.000000000000000000e+00
4.870000000000000107e+00,0.000000000000000000e+00
4.919999999999999929e+00,0.000000000000000000e+00
4.970000000000000639e+00,0.000000000000000000e+00
5.019999999999999574e+00,0.000000000000000000e+00
5.070000000000000284e+00,0.000000000000000000e+00
5.120000000000000107e+00,0.000000000000000000e+00
5.169999999999999929e+00,0.000000000000000000e+00
5.220000000000000639e+00,0.000000000000000000e+00
5.269999999999999574e+00,0.000000000000000000e+00
5.320000000000000284e+00,0.000000000000000000e+00
5.370000000000000107e+00,0.000000000000000000e+00
5.419999999999999929e+00,0.000000000000000000e+00
5.470000000000000639e+00,0.000000000000000000e+00
5.519999999999999574e+00,0.000000000000000000e+00
5.570000000000000284e+00,0.000000000000000000e+00
5.620000000000000107e+00,0.000000000000000000e+00
5.669999999999999929e+00,0.000000000000000000e+00
5.720000000000000639e+00,0.000000000000000000e+00
5.769999999999999574e+00,0.000000000000000000e+00
5.820000000000000284e+00,0.000000000000000000e+00
5.870000000000000107e+00,0.000000000000000000e+00
5.919999999999999929e+00,0.000000000000000000e+00
5.970000000000000639e+00,0.000000000000000000e+00
6.019999999999999574e+00,0.000000000000000000e+00
6.070000000000000284e+00,0.000000000000000000e+00
6.120000000000000107e+00,0.000000000000000000e+00
6.169999999999999929e+00,0.000000000000000000e+00
6.220000000000000639e+00,0.000000000000000000e+00
6.269999999999999574e+00,0.000000000000000000e+00
6.320000000000000284e+00,0.000000000000000000e+00
6.370000000000000107e+00,0.000000000000000000e+00
6.419999999999999929e+00,0.000000000000000000e+00
6.470000000000000639e+00,0.000000000000000000e+00
6.519999999999999574e+00,0.000000000000000000e+00
6.570000000000000284e+00,0.000000000000000000e+00
6.620000000000000107e+00,0.000000000000000000e+00
6.669999999999999929e+00,0.000000000000000000e+00
6.720000000000000639e+00,0.000000000000000000e+00
